IBGE,NUMERO,UF,MUNICIPIO,CNES,NOME FANTASIA,RAZAO SOCIAL,LOGRADOURO,NUMERO_1,BAIRRO,CEP,LATITUDE,LONGITUDE
350600,141,SP,BAURU,3926613,PATRICIA DE GUADALUPE BARNES AUCELIO,PATRICIA DE GUADALUPE BARNES AUCELIO,RUA GUILHERME DE ALMEIDA,637,VILA CIDADE UNIVERSI,17050000,,
352710,142,SP,LINS,3926680,CLINICA LINENSE DE MEDICINA INTERNA LTDA,CLINICA LINENSE DE MEDICINA INTERNA LTDA,,M,AVENIDA NICOLAU ZARVOS,1650,40639256,-7400368
354850,143,SP,SANTOS,3374262,CLINICA DE GASTROENTEROLOGIA DR SUZUKI LTDA,CLINICA DE GASTROENTEROLOGIA DR SUZUKI LTDA,,M,AVENIDA DONA ANA COSTA,414,40758396,-7381994
354850,144,SP,SANTOS,3376400,URO CENTER,URO CENTER INSTUTO DE UROLOGIA DA BAIXADA SANTISTA LTDA,,M,RUA DOUTOR OLYNTHO RODRIGUES DANTAS,343,,
355030,145,SP,SAO PAULO,3378055,CLINICA AGUADE,CLINICA ENDOCRINOLOGIA DR LUIZ C M AGUADE LTDA,M,RUA ALFREDO GUEDES,72,SANTANA,,
355030,146,SP,SAO PAULO,3378128,CONS MEDICO JOEL SINGAL,JOEL SINGAL,RUA ISABEL,105,PENHA,3647020,,
353870,147,SP,PIRACICABA,3380955,INSTITUTO DE ONCOLOGIA DE PIRACICABA,INSTITUTO DE ONCOLOGIA CLINICA DE PIRACICABA SC LTDA,,M,AVENIDA INDEPENDENCIA,953,,
350330,148,SP,ARARAS,3383504,UNIDADE DE VIGILANCIA EPIDEMIOLOGICA ARARAS,MUNICIPIO DE ARARAS,M,RUA CAMPOS SALES,33,JARDIM BELVEDERE,,
355030,149,SP,SAO PAULO,3384160,CIONG CLINICA INTEGRADA DE OUVIDO NARIZ E GARGANTA,CIONG CLINICA INTEGRADA DE OUVIDO NARIZ E GARGANTA LTDA ME,RUA JORGE AUGUSTO,83,VILA CENTENARIO,3645000,4069407,-7382802
354850,150,SP,SANTOS,3384411,BOTURAO BOTURAO HEMATOLOGIA CLINICO LTDA,BOTURAO BOTURAO HEMATOLOGIA CLINICO LTDA,,M,AVENIDA DONA ANA COSTA,361,,
353870,151,SP,PIRACICABA,3892808,CONSULTORIO MEDICO DRA VIVIANE ZVEITER DE MORAES PIRACICABA,VIVIANE ZVEITER DE MORAES,AVENIDA CARLOS BOTELHO,595,SAO DIMAS,13416145,,
353870,152,SP,PIRACICABA,3892816,CONSULTORIO MEDICO DR ARAYR OLAIR FERRARI PIRACICABA,ARAYR OLAIR FERRARI,AVENIDA SAO JOAO,186,SAO JUDAS,13416382,,
351340,153,SP,CRUZEIRO,3892956,ELINE PUCCINI DE BRITO NOVAES SANTOS,ELINE PUCCINI DE BRITO NOVAES SANTOS,R DR CELESTINO,1565,CENTRO,12721000,,
350400,154,SP,ASSIS,5616999,DR ELYSEU,ELYSEU PALMAS BROUTOS,AVENIDA SEBASTIAO MENDES DE BRITO,1075,JARDIM EUROPA,19800100,,
355620,155,SP,VALINHOS,5617057,HELOISA GLEREAN GUIZELLI,HELOISA GLEREAN GUIZELLI,AV ONZE DE AGOSTO,2030,VILA CASSIA,13271170,,
355030,156,SP,SAO PAULO,5617448,CLINICA SOTIRIS,SOTIRIS CONSULTORIO DE OTORRINOLARINGOLOGIA E FONOAUDIOLOG,M,AVENIDA SARGENTO GERALDO SANTANA,280,JARDIM ITAPEVA,,
350950,157,SP,CAMPINAS,5617898,BENOAR PAIVA CIRURGIA PLASTICA,BENOAR PAIVA CIRURGIA PLASTICA,,M,RUA DOUTOR ALEXANDER FLEMING,784,40678236,-738975198
355710,158,SP,VOTUPORANGA,5618401,AME AMBULATORIO MEDICO DE ESPECIALIDADES DE VOTUPORANGA,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,4,64E+13,E,RUA MARIA DE FREITAS LEITE,,
352390,159,SP,ITU,5618703,ASTRID DA ROS,ASTRID DA ROS,RUA ACRE,26,BRASIL,13301380,,
350600,160,SP,BAURU,3872408,MATEUS VIOLIN DA SILVA,MATEUS VIOLIN DA SILVA,RUA COMENDADOR JOSE DA SILVA MARTHA,330,JD ESTORIL,17012530,4073723,-74000656
350600,161,SP,BAURU,3872432,LAERTEL FERNANDES FASSONI,LAERTEL FERNANDES FASSONI,RUA DOUTOR OLIMPIO DE MACEDO,420,VILA CIDADE UNIVERSI,17012533,4077039,-7391771
355030,162,SP,SAO PAULO,3842371,CONS MEDICO LUIZ GUILHERME MARTINS CASTRO,LUIZ GUILHERME MARTINS CASTRO,R MATO GROSSO,306,HIGIENOPOLIS,1239040,,
353060,163,SP,MOGI DAS CRUZES,3842444,CLINICA MEDICA CEZAR CROZERA MOJI DAS CRUZES,CLINICA MEDICA CEZAR CROZERA SOCIEDADE SIMPLES LIMITADA,,M,BARAO DE JACEGUAI,1261,4075548,-7374173
353470,164,SP,OURINHOS,3842592,ALBERTO SCHULHAN,ALBERTO SCHULHAN,RUA SILVA JARDIM,768,VILA MORAES,19900261,4076434,-7387448
353430,165,SP,ORLANDIA,3842665,CONS ISOLADO JOSE ANTONIO MASSARO ORLANDIA,JOSE ANTONIO MASSARO,AVENIDA DOZE,195,CENTRO,14620000,,
355030,166,SP,SAO PAULO,3842819,CONS MEDICO ABRAHAO EMIDIO PEDREIRA DE ALBUQUERQUE,ABRAHAO EMIDIO PEDREIRA DE ALBUQUERQUE,RUA PADRE ESTEVAO PERNET,160,TATUAPE,3315000,,
355030,167,SP,SAO PAULO,3842827,CEDAC MEDICINA DIAGNOSTICA HUMANIZADA,CEDAC CENTRO DE DIAGNOSTICO E ANALISES CLINICAS LTDA ME,,M,RUA JOSE JANNARELLI,199,,
355030,168,SP,SAO PAULO,3842835,CLINICA MEDICA MONTE SINAI,CLINICA MEDICA MONTE SINAI SC LTDA,,M,AVENIDA ANGELICA,916,,
351880,169,SP,GUARULHOS,3843076,SECRETARIA MUNICIPAL DE SAUDE DE GUARULHOS,PREFEITURA MUNICIPAL DE GUARULHOS,M,RUA IRIS,320,GOPOUVA,407592665,-737503638
353800,170,SP,PINDAMONHANGABA,3843181,CLOVIS FERRER RIBEIRO PINDAMONHANGABA,CLOVIS FERRER RIBEIRO,AV CEL FERNANDO PRESTES,315,CENTRO,12400240,,
351110,171,SP,CATANDUVA,3843335,CLINICA MEDICA NARDI S C LTDA CATANDUVA,CLINICA MEDICA NARDI S C LTDA,,M,AVENIDA DEPUTADO ORLANDO ZANCANER,301,,
354880,172,SP,SAO CAETANO DO SUL,3843505,CONSULTORIO MEDICO TIOKI OGUSUKA,TIOKI OGUSUKA,R RIO DE JANEIRO,453,SANTA PAULA,9540400,,
354880,173,SP,SAO CAETANO DO SUL,3843521,CONSULTORIO ODONTOLOGICO PRISCILA KIBUNE TANAKA,PRISCILA KIBUNE TANAKA,RUA CAPIVARI,830,MAUA,9580370,407092,-739919
355030,174,SP,SAO PAULO,3843734,LABORATORIO ROBERTO DE PROTESE DENTAL,LABORATORIO ROBERTO DE PROTESE DENTAL SS,,M,RUA MESQUITA,133,40765854,-73914505
354990,175,SP,SAO JOSE DOS CAMPOS,3843785,ORTOVALE,CLINICA DE FRATURA ORTOVALE LTDA ME,,M,AV ADHEMAR DE BARROS,633,,
355480,176,SP,TREMEMBE,3843807,CONSULTORIO ODONTOLOGICO DRA SILVANA CROZARIOL TREMEMBE,SILVANA CROZARIOL,RUA JOSE INOCENCIO MONTEIRO,150,JD DOS EUCALIPTOS,12120000,,
354990,177,SP,SAO JOSE DOS CAMPOS,3843823,GERALDO FORTES BUSTAMANTE NETO,GERALDO FORTES BUSTAMANTE NETO,AVENIDA ADHEMAR DE BARROS,566,VILA ADYANNA,12245011,,
355410,178,SP,TAUBATE,3843858,CONSULT DE ONCO CIRURGICA E MASTOLOGIA DRA YASMIN TAUBATE,YASMIN SUKAIR,RUA DR SOUZA ALVES,365,CENTRO,12020030,407541077,-737232034
355410,179,SP,TAUBATE,3843874,CONS ODONTOLOGICO DRA TATIANA G G P DE REZENDE TAUBATE,TATIANA GOLDSMID GALVAO PROTA DE REZENDE,RUA MARQUES DO HERVAL,449,CENTRO,12080250,40855793,-7386986
355410,180,SP,TAUBATE,3843947,FONOCENTER TAUBATE,D P DO AMARAL M R L A MATHEUS LTDA,,M,AV JOHN FITZGERALD KENNEDY,1215,40766895,-73921394
355410,181,SP,TAUBATE,3843971,CONSULTORIO ODONTO ANA MARIA ARANHA DE SOUZA TAUBATE,ANA MARIA ARANHA DE SOUZA,RUA CLIBAS DE ALVARENGA,296,BONFIM,12040350,,
355410,182,SP,TAUBATE,3844013,CONSULTORIO ODONTOLOGICO ANA LUCIA ANDRAUS TAUBATE,ANA LUCIA ANDRAUS,AV JOHN F KENNEDY,881,JARDIM DAS NACOES,12030200,4061661,-73926636
355410,183,SP,TAUBATE,3844021,DORSF TAUBATE,DORSF RADIOLOGIA ODONTOLOGICA LTDA,,M,RUA VISCONDE DO RIO BRANCO,603,,
355410,184,SP,TAUBATE,3844056,CONSULTORIO ODONTO KATIA M O NERY TURCI TAUBATE,KATIA MARIA OLIVEIRA NERY TURCI,RUA MARQUES DO HERVAL,406,CENTRO,12080250,,
355280,185,SP,TABOAO DA SERRA,3844064,UBS JARDIM RECORD PONTE ALTA,PREFEITURA MUNICIPAL DE TABOAO DA SERRA,M,RUA IMARUI,65,JARDIM RECORD,,
355410,186,SP,TAUBATE,3844080,CONSULTORIO ODONTO RACHEL DE MATTOS GARCIA TAUBATE,RACHEL DE MATTOS GARCIA,AVENIDA TIRADENTES,101,CENTRO,12030180,407663065,-738928491
355410,187,SP,TAUBATE,3844099,CLINICA GERAL GINECO E OBSTETR THEA ELSA S NALIATO TAUBATE,THEA ELSA SCHOEBER NALIATO,RUA VISCONDE DO RIO BRANCO,461,CENTRO,12020040,,
355410,188,SP,TAUBATE,3844102,CONSULTORIO MEDICO CELIA E MARCOS BAYLAO TAUBATE,CELIA REGINA DO PACO BAYLAO,RUA DUQUE DE CAXIAS,169,CENTRO,12020050,,
354990,189,SP,SAO JOSE DOS CAMPOS,3844226,OTORRINOS,A OTORRINOS MEDICINA LTDA,,M,AVENIDA ANDROMEDA,693,407831836,-739436089
355280,190,SP,TABOAO DA SERRA,3844358,UBS JARDIM PANORAMA,PREFEITURA MUNICIPAL DE TABOAO DA SERRA,M,RUA MIGUEL CARLOS SILVA,380,JARDIM PANORAMA,,
355030,191,SP,SAO PAULO,3844404,CONS ODONTO DENISE CAHNFELD,DENISE CAHNFELD,RUA ZACARIAS DE GOIS,1571,PARQUE COLONIAL,4610004,,
354990,192,SP,SAO JOSE DOS CAMPOS,5040485,CLINICA MEDICA CAMERLENGO MORAGAS,CLINICA MEDICA CAMERLENGO MORAGAS LTDA,,M,RUA FRANCISCA MARIA DE JESUS,347,4061325,-7415856
352250,193,SP,ITAPEVI,7069014,CONSULTORIO MEDICO DR HERALDO AKIRA ITO,HERALDO AKIRA ITO,AVENIDA PRESIDENTE VARGAS,181,NOVA ITAPEVI,6694000,,
354340,194,SP,RIBEIRAO PRETO,5040604,CLINICA CONJUNTA JUNQUEIRA E MASSUDA S S LTDA,CLINICA CONJUNTA JUNQUEIRA E MASSUDA S S LTDA,,M,AVENIDA BRAZ OLAIA ACOSTA,727,406714475,-738899962
355620,195,SP,VALINHOS,5040620,IVANETE AUGUSTO MARIA ULIANO,IVANETE AUGUSTO MARIA ULIANO,RUA VITORIA COLOMBO ROSSI,383,VILA ROSA,13270005,,
355620,196,SP,VALINHOS,5040639,FABIO PARADA PAZINATTO,FABIO PARADA PAZINATTO,AV ONZE DE AGOSTO,736,CENTRO,13276130,,
355070,197,SP,SAO SEBASTIAO,7083629,ALMOXARIFADO DA SAUDE,MUNICIPIO DE SAO SEBASTIAO,M,RUA MINAS GERAIS,56,CENTRO,40695995,-7396964
352530,198,SP,JAU,3926699,CONSULTORIO MEDICO PAULA YUKIKO URAKAWA JAU,PAULA YUKIKO URAKAWA,RUA JOSE LUCIO DE CARVALHO,465,CENTRO,17201150,,
354850,199,SP,SANTOS,3926788,I A N INSTITUTO AVANCADO NEUROLOGICO DE SANTOS LTDA ME,I A N INSTITUTO AVANCADO NEUROLOGICO DE SANTOS LTDA ME,M,RUA GOIAS,119,GONZAGA,4069521,-738075
352480,200,SP,JALES,3926818,CERECON JALES,DARIO JOSE DE CARVALHO CONDICIONAMENTO FISICO ME,,M,RUA 01,2752,,
353140,201,SP,MONTE APRAZIVEL,3926850,CLINICA MEDICA SANTA LUCIA MONTE APRAZIVEL,CLINICA MEDICA SANTA LUCIA S S LTDA,,M,RUA SAO JOAO,729,40712616,-7396951
354980,202,SP,SAO JOSE DO RIO PRETO,3926982,INCOLCE COLUNA E CEREBRO CLINICA E CIRURGIA,INCOLCE COLUNA E CEREBRO CLINICA E CIRURGIA LTDA,,M,RUA ANTONIO DE GODOY,4338,,
354330,203,SP,RIBEIRAO PIRES,3927148,ALESSANDRA MIYAKE CARDILLE,ALESSANDRA MIYAKE CARDILLE,RUA BOA VISTA,210,CENTRO,9400180,,
350850,204,SP,CACAPAVA,3927156,ROBERTA PIRES MACEDO SALGADO NOVAES,ROBERTA PIRES MACEDO SALGADO NOVAES,RUA VINTE E OITO DE SETEMBRO,226,VILA RESENDE,12282270,,
350850,205,SP,CACAPAVA,3927164,ANDRE LUIZ S NOVAES,ANDRE LUIZ S NOVAES,RUA VINTE E OITO DE SETEMBRO,226,VILA RESENDE,12282270,,
354750,206,SP,SANTA RITA DO PASSA QUATRO,3927938,CLINICA MEDICA JOAO CARLOS SANTA RITA DO PASSA QUATRO,JOAO CARLOS GONCALVES DE SOUZA,AVENIDA DA SAUDADE,225,JARDIM AMERICA,13670000,,
351960,207,SP,IBITINGA,3927962,CLINICA MEDICA ORNELES CLAUDINO IBITINGA,ORNELES CLAUDINO LTDA,,M,AVENIDA ENG IVANIL FRANCESCHINI,3407,,
351960,208,SP,IBITINGA,3928144,CONSULTORIO ODONTO DEISY GHELFI IBITINGA,DEISY RODRIGUES MERGULHAO GHELFI,RUA BOM JESUS,81,CENTRO,14940121,4068169,-7396715
351960,209,SP,IBITINGA,3928160,CONSULTORIO ODONTO GENIVALDO STANZANI IBITINGA,GENIVALDO STANZANI,RUA DANIEL DE FREITAS,1261,CENTRO,14940588,,
351960,210,SP,IBITINGA,3928187,CLINICA MEDICA GILBERTO QUARESMA IBITINGA,GILBERTO QUARESMA FILHO,RUA BOM JESUS,530,CENTRO,14940121,40685722,-7385738
351960,211,SP,IBITINGA,3928195,CLINICA MEDICA SILVANA ABRAO IBITINGA,SILVANA ABRAO QUARESMA,RUA BOM JESUS,530,CENTRO,14940121,40727432,-7390713
351960,212,SP,IBITINGA,3928217,CONSULTORIO ODONTO JOAO PARISI IBITINGA,JOAO PARISI NETO,RUA HORIZONTINO NEGRAO,407,SANTA TEREZA,14940410,40824913,-738689
350170,213,SP,AMERICO BRASILIENSE,3928233,CONSULTORIO ODONTO SILVIA FORNAZARI AMERICO BRASILIENSE,SILVIA HELENA AUFIERI FORNAZARI,AV ARARAQUARA,840,JARDIM VISTA ALEGRE,14820808,40747234,-7399337
354990,214,SP,SAO JOSE DOS CAMPOS,3928349,ROSENEI FREGNANI DE ALMEIDA,ROSENEI FREGNANI DE ALMEIDA,RUA MERIDA,33,JARDIM AMERICA,12235400,4068085,-7379907
350600,215,SP,BAURU,5046769,ILZE MAIRA BUENO BACCI MARTINS,ILZE MAIRA BUENO BACCI MARTINS,RUA SETE DE SETEMBRO,718,CENTRO,17015031,4083835,-7394784
350790,216,SP,BROTAS,5046785,CLINICA MAGNA VOX ROBERTA LOPES DE CASTRO MARTINELLI,ROBERTA LOPES DE CASTRO MARTINELLI BROTAS,AVENIDA ANGELO PIVA,331,CENTRO,17380000,40639633,-73954185
352470,217,SP,JAGUARIUNA,5046890,CLINICA MEDICA SAO BENEDITO,BENEDITA DE FATIMA MACHADO DE SOUZA,RUA SAO PAULO,67,DOM BOSCO,13911094,40610302,-74084526
353070,218,SP,MOGI GUACU,5046971,MARINO TEIXEIRA GROSSI,MARINO TEIXEIRA GROSSI,AVENIDA MARECHAL CASTELO BRANCO,84,MORRO DO OURO,13840060,4067268,-73953026
353870,219,SP,PIRACICABA,5047544,SILVANA ALLEONI CRIVELLARI PSICOLOGIA DE PIRACICABA,SILVANA ALLEONI CRIVELLARI,RUA PRUDENTE DE MORAES,318,CENTRO,13400310,40858387,-73893005
355620,220,SP,VALINHOS,5047625,PAULO BOZZOLA FILHO,PAULO BOZZOLA FILHO,RUA JOSE MILANI,210,VILA BISSOTO,13271200,,
354890,221,SP,SAO CARLOS,5047714,CLINICA DR VALDIR SANTORO,SANTORO MORTATI MEDICOS ASSOCIADOS LTDA,,M,RUA CONSELHEIRO JOAO ALFREDO,182,4084551,-7383422
350950,222,SP,CAMPINAS,5047749,CLINICA EQUILIBRIUM,INSTITUTO ESTETICO BRASILEIRO COMERCIAL LTDA ME,,M,RUA ANTONIO LAPA,402,40676548,-7376838
350950,223,SP,CAMPINAS,5048184,CLINICA MATER BABY LTDA,CLINICA MATER BABY LTDA,,M,RUA FREI MANOEL DA RESSURREICAO,526,4068279,-7397247
355100,224,SP,SAO VICENTE,5048427,UNIDADE BASICA DE SAUDE NAUTICA III SAO VICENTE,MUNICIPIO DE SAO VICENTE,M,RUA NICOLAU PATRICIO MOREIRA,S/N,ESPLANADA DOS BARREI,4069471,-73751305
351340,225,SP,CRUZEIRO,5048532,VASCULAR CARE SERVICOS MEDICOS,VASCULAR CARE SERVICOS MEDICOS EIRELI,,M,DOUTOR CELESTINO,1129,4069648,-7392574
352730,226,SP,LOUVEIRA,5048672,CONS MEDICO LENITA SCARAMBONI CANTINELLI SEVILLANO,LENITA SCARAMBONI CANTINELLI SEVILLANO,RUA ANTONIO CHICALHONI,183,SANTO ANTONIO,13290000,40826275,-7385971
350750,227,SP,BOTUCATU,5048737,APAE DE BOTUCATU,ASSOC DE PAIS E AMIGOS DOS EXCEPCIONAIS DE BOTUCATU,,M,RUA DR JOAO QUEIROZ REIS,278,40740295,-7400795
352390,228,SP,ITU,5048761,VERA LUCIA FERRI RODRIGUES,VERA LUCIA FERRI RODRIGUES,RUA MADRE MARIA BASILIA,324,JARDIM FACULDADE,13300003,4076161,-7399032
352390,229,SP,ITU,5048788,NILO SERGIO VIANA DE ANDRADE LIMA,NILO SERGIO VIANA DE ANDRADE LIMA,RUA BENJAMIN CONSTANT,599,CENTRO,13300123,40902847,-73855385
353140,230,SP,MONTE APRAZIVEL,5048796,CLINICA DE OFTALMOLOGIA DRA LAUDECIR PRIOLI,CLINICADE OFTALMOLOGIA DRA LAUDECIR PRIOLI LTDA ME,,M,RUA SAO JOAO,500,,
352670,231,SP,LEME,5048974,FISIOLIFE CENTRO DE REAB EM FISIOTERAPIA LTDA SS ME,FISIOLIFE CENTRO DE REABILITACAO EM FISIOTERAPIA SS ME,,M,RUA BERNARDINO DE CAMPOS,465,40753468,-7391355
355410,232,SP,TAUBATE,5049008,OFTALMO TAUBATE,OFTALMOLOGIA DR IVANIR M DE A FREIRE S C LTDA,M,RUA QUATRO DE MARCO,203,CENTRO,4066018,-7395351
350925,233,SP,CAJATI,5049040,DENTAL PLUS CAJATI,CLIOVAR VALE DO RIBEIRA SERVICOS ODONTOLOGICOS LTDA,,M,AVENIDA FERNANDO COSTA,860,40745426,-7400825
350280,234,SP,ARACATUBA,5049202,LUIZ EURICO ROSA,LUIZ EURICO ROSA,AVENIDA DA SAUDADE,1295,SAUDADE,16020265,40785572,-738361
355030,235,SP,SAO PAULO,5049393,A HERANE SERVICOS MEDICOS,A HERANE SERVICOS MEDICOS SS LTDA ME,,M,AV FRANCISCO DE CARVALHO,31,40636074,-7400896
355100,236,SP,SAO VICENTE,5049431,FLAVIO PROENCA MARTINS DE OLIVEIRA SAO VICENTE,FLAVIO PROENCA MARTINS DE OLIVEIRA,AV PRESIDENTE WILSON,1033,CENTRO,11320001,40825424,-73923485
354970,237,SP,SAO JOSE DO RIO PARDO,5049490,UNIDADE DE ULTRASSONOGRAFIA SUS SJRIOPARDO,PRFEITURA MUNICIPAL DE SAO JOSE DO RIO PARDO,M,RUA ELISIARIO DIAS GUILLON,430,JARDIM SANTOS DUMONT,4072195,-7399628
352320,238,SP,ITARARE,5049512,RENATA TERUE SAITO,RENATA TERUE SAITO,RUA FREI CANECA,2210,CENTRO,18460000,40804695,-7392239
354850,239,SP,SANTOS,5049849,MARIA ALICE DE ANDRADE QUARESMA,MARIA ALICE DE ANDRADE QUARESMA,AVENIDA DOUTOR PEDRO LESSA,2287,EMBARE,11025003,4087656,-7390436
352590,240,SP,JUNDIAI,5049881,CONSULTORIO DE PSICOLOGIA GISLENE DE CAMPOS OLIVEIRA,GISLENE DE CAMPOS OLIVEIRA,RUA ESTACIO DE SA,39,VL MUNICIPAL,13201101,4074632,-73983505
353470,241,SP,OURINHOS,5050111,OTAVIO VITA,OTAVIO VITA,RUA DOM PEDRO I,895,VILA MORAES,19900241,4078389,-73950294
353470,242,SP,OURINHOS,5050154,ANTONIO ALVES PASSOS,ANTONIO ALVES PASSOS,RUA BENJAMIN CONSTANT,547,VILA MORAES,19900231,4067991,-7388845
353470,243,SP,OURINHOS,5050162,RONALDO ANTONIO CANIZELLA,RONALDO ANTONIO CANIZELLA,RUA DOM PEDRO I,643,VILA MORAES,19900241,40887672,-7384705
353470,244,SP,OURINHOS,5050189,CLINICA YAMAJI,YAMAJI SAUDE E BEM ESTAR LTDA,M,RUA JOAQUIM AZEVEDO,953,VILA MORAES,40761486,-7396062
352510,245,SP,JARDINOPOLIS,5050227,TAKEO AMERICO NOMA,TAKEO AMERICO NOMA,GETULIO VARGAS,678,CENTRO,14680000,40594395,-741849
350160,246,SP,AMERICANA,5050316,ANTONIO CARLOS PACIULLI,ANTONIO CARLOS PACIULLI,RUA SETE DE SETEMBRO,914,CENTRO,13465320,4063222,-7389214
350330,247,SP,ARARAS,5050405,VERIDIANA PISSINATTO ARARAS,VERIDIANA PISSINATTO,RUA MOGI MIRIM,35,JD ROLLO,13600400,40648335,-73905685
350160,248,SP,AMERICANA,5050464,ANDRE ZAVANOLI MELOTTI,ANDRE ZAVANOLI MELOTTI,AVENIDA BRASIL,1170,FREZARIM,13465770,4083968,-73929276
355030,249,SP,SAO PAULO,3928721,SECRETARIA DE ESTADO DA SAUDE PROCESSAMENTO CGOF,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,E,RUA ENEAS DE CARVALHO AGUIAR,188,CERQUEIRA CESAR,4066336,-7395975
352930,250,SP,MATAO,3928772,CONSULTORIO ODONTOLOGICO MARIO CHIOZZINI MATAO,MARIO ARTHUR RIBEIRO CHIOZZINI,AVENIDA SIQUEIRA CAMPOS,1211,CENTRO,15990150,40831974,-739235
354750,251,SP,SANTA RITA DO PASSA QUATRO,3928837,CLINICA MEDICA JOSE EDUARDO SANTA RITA DO PASSA QUATRO,JOSE EDUARDO CANALLI,AVENIDA DA SAUDADE,225,JARDIM AMERICA,13670000,,
351870,252,SP,GUARUJA,3928845,LETHICIA ABRAMIDES LUPPINO,LETHICIA ABRAMIDES LUPPINO,RUAQUINTINO BOCAIUVA,490,CENTRO,11410030,,
350850,253,SP,CACAPAVA,3928888,MARCOS ALEXANDRE BARROS,MARCOS ALEXANDRE BARROS,RUA CORONEL JOAQUIM PANTALEAO,85,VILA PANTALEAO,12280045,40802372,-7396431
354390,254,SP,RIO CLARO,3929159,CENTRO PAULISTA DE FISIOTERAPIA LTDA ME,CENTRO PAULISTA DE FISIOTERAPIA LTDA ME,,M,RUA 4,727,40735653,-73851006
351410,255,SP,DOIS CORREGOS,3929264,CONSULTORIO MEDICO JACINTO S FRANCISCONI DOIS CORREGOS,JACINTO SILVEIRA FRANCISCONI,RUA 15 DE NOVEMBRO,220,CENTRO,17300000,40671272,-73943726
351410,256,SP,DOIS CORREGOS,3929299,CONSULTORIO MEDICO PAULO CEZAR SCATIMBURGO DOIS CORREGOS,PAULO CEZAR SCATIMBURGO,AVENIDA DOM PEDRO I,925,CENTRO,17300000,40585163,-7395641
350600,257,SP,BAURU,3929329,BERNADETE PINTO N CATANZARO GUIMARAES,BERNADETE PINTO N CATANZARO GUIMARAES,RUA CONSELHEIRO ANTONIO PRADO,1153,HIGIENOPOLIS,17013208,40774914,-7374369
350600,258,SP,BAURU,3929337,VAGNER APARECIDO JUSTO,VAGNER APARECIDO JUSTO,RUA QUINTINO BOCAIUVA,437,CENTRO,17015100,40756653,-7397858
355030,259,SP,SAO PAULO,3930025,CLINICA MEDICA SIERVO,CLINICA MEDICA SIERVO SC LTDA,,M,RUA PROFESSOR ARTUR RAMOS,183,40748924,-73937386
354390,260,SP,RIO CLARO,3930122,CENTRO PNEUMOLOGICO RIO CLARO,CENTRO PNEUMOLOGICO DE RIO CLARO LTDA,M,RUA 7 CJ,254,CIDADE JARDIM,4075649,-73997765
354390,261,SP,RIO CLARO,3930173,CLINICA CARTOLANO RIO CLARO,CLINICA CARTOLANO LTDA EPP,,M,AV 13,119,40861656,-7389132
355030,262,SP,SAO PAULO,3930343,CONS FISIO ANA PAULA CATARDO RODRIGUES,ANA PAULA CATARDO RODRIGUES,RUA ANTONIO TAVARES,427,CAMBUCI,1542010,40773117,-73826485
355030,263,SP,SAO PAULO,3930408,CLINICA DE GINECOLOGIA E OBSTETRICIA ANA ANGELICA S S LTDA,CLINICA DE GINECOLOGIA E OBSTETRICIA ANA ANGELICA S S LTDA,,M,RUA MAESTRO CARDIM,592,,
354390,264,SP,RIO CLARO,3930424,CORTINHAS CALIGARIS DIAGNOSTICOS MEDICOS LTDA EPP,CORTINHAS CALIGARIS DIAGNOSTICOS MEDICOS LTDA EPP,,M,AV 2,345,40743683,-7388378
350010,265,SP,ADAMANTINA,3930467,CLINICA ODONTOLOGICA,LUIZ FABIANO BORTOLO,RUA EUCLIDES DA CUNHA,363,CENTRO,17800000,4060981,-7392251
352590,266,SP,JUNDIAI,3930769,CONSULTORIO MEDICO SONIA REGINA AKSTEIN COHN,SONIA REGINA AKSTEIN COHN,RUA TIBIRICA,259,VL ARENS II,13202660,40770153,-738776
352590,267,SP,JUNDIAI,3930882,CONSULTORIO MEDICO MARIANA MACHADO PEREIRA PINTO,MARIANA MACHADO PEREIRA PINTO,RUA ADEMAR PEREIRA DE BARROS,21,VL BOAVENTURA,13201796,40716778,-7393635
354390,268,SP,RIO CLARO,3931056,CENTROCOR RIOCLARO,CENTROCOR CENTRO ESPEC EM CARDIOLOGIA E MEDICINA GERAL LTDA,,M,AVENIDA 25,265,4065108,-7397163
354390,269,SP,RIO CLARO,3931102,CLINICA UROLOGICA PIMENTEL,CLINICA UROLOGICA PIMENTEL LTDA,,M,25,137,4065461,-73922
352590,270,SP,JUNDIAI,3931234,CENTRO ODONTOLOGICO PACHECO,CENTRO ODONTOLOGICO PACHECO S S LTDA,,M,RUA ATILIO VIANELLO,149,4069699,-73978836
351410,271,SP,DOIS CORREGOS,3931420,CLINICA MEDICA E CIRURGIA GERAL,NOBERTO LIMONI,RUA TIRADENTES,812,CENTRO,17300000,40601357,-7399284
354990,272,SP,SAO JOSE DOS CAMPOS,3931471,CLINICA ELLA,CLINICA L S SERVICOS MEDICOS LTDA,,M,AVENIDA ANDROMEDA,693,40803143,-7397256
351840,273,SP,GUARATINGUETA,3931897,ESF DR TIRSO VITAL BRASIL,PREFEITURA MUNICIAPAL DE GUARATINGUETA,M,RUA PROFESSOR ANTONIO DE TOLOSA,122,SAO DIMAS,4069997,-7376351
